old_url,new_url
/activities/give-ballroom-dancing-a-whirl,/act/move/15/learn-ballroom-dancing.html
/activities/give-green-tea-the-green-light,/act/nourish/16/green-tea-benefits.html
/activities/give-your-clock-an-about-face,/act/relax/16/watch-clock-stress.html
/activities/go-play-in-the-bowling-alley,/act/move/15/bowling-exercise-health.html
/activities/harder-to-read-easier-to-remember,/act/discover/16/read-improve-memory.html
/activities/identify-a-volunteer-opportunity,/act/connect/15/memory-volunteering.html
/activities/improve-your-balance-with-one-leg-stands,/act/move/15/improve-balance-health.html
/activities/invite-someone-to-join-you-for-a-comedy,/act/connect/15/comedy-reduce-stress.html
/activities/jump-for-joy-and-for-brain-health,/act/move/16/jump-rope-exercises.html
/activities/keep-a-gratitude-journal,/act/relax/16/gratitude-journal.html
/activities/keep-a-sleep-diary,/act/discover/15/sleep-diary-benefit.html
/activities/keep-calm-and-carry-a-smile,/act/relax/16/smile-reduce-stress.html
/activities/knit-or-crochet-for-warm-up-america,/act/discover/15/knitting-crocheting.html
/activities/learning-a-new-language-is-as-easy-as-1-2-3,/act/discover/16/learn-language-brain.html
/activities/leave-yourself-a-note-cue-relaxation,/act/discover/15/relax-reminder-note.html
/activities/listen-to-the-other-side,/act/relax/16/politics-empathy-brain.html
/activities/make-it-the-mediterranean-way,/act/nourish/16/mediterranean-diet.html
/activities/make-time-for-friends,/act/connect/15/social-life-memory.html
/activities/make-your-world-more-colorful,/act/discover/16/adult-coloring-book.html
/activities/neutralize-negativity,/act/relax/16/peace-mind-stress.html
/activities/office-exploration,/act/move/16/sedentary-standing-work.html
/activities/party-with-the-stars,/act/discover/15/good-deeds-brain.html
/activities/pay-it-forward,/act/connect/15/good-deeds-brain.html
/activities/phone-a-friend-to-dial-down-the-blues,/act/connect/16/reconnect-friend-phone.html
/activities/pick-a-fight-peacefully,/act/relax/16/discuss-politics-stress.html
/activities/pose-for-power,/act/discover/16/power-pose-benefits.html
/activities/put-a-lavender-sachet-by-your-pillow,/act/discover/15/lavender-sleep-calm.html
/activities/put-the-me-back-in-time,/act/relax/16/me-time-relax-stress.html
/activities/put-time-aside-to-walk-20-minutes,/act/move/15/walking-brain-health.html
/activities/questionable-conversations,/act/connect/16/improv-brain-health.html
/activities/read-the-comics-and-have-a-laugh,/act/discover/15/read-comics-laugh.html
/activities/replace-salt-with-spice,/act/nourish/15/low-sodium-brain.html
/activities/rhyme-time-with-a-partner-in-crime,/act/discover/16/rhyme-game-brain.html
/activities/rhyme-time,/act/discover/16/rhyming-game-brain.html
/activities/scrambled-headline-showdown,/act/discover/16/scramble-word-game.html
/activities/see-it-with-subtitles,/act/discover/16/subtitles-benefits.html
/activities/sign-your-name,/act/discover/16/sign-language-brain.html
/activities/small-talk-big-benefits,/act/connect/16/small-talk-brain-boost.html
/activities/spice-up-your-life,/act/nourish/16/plants-garden-stress.html
/activities/stand-10-minutes-every-hour,/act/move/15/standing-sitting-health.html
/activities/stand-up-for-yourself,/act/move/16/standing-brain-health.html
/activities/switch-it-up-cut-loose,/act/discover/16/scissors-switch-hand.html
/activities/switch-it-up-reflections,/act/discover/16/writing-in-mirror.html
/activities/switch-the-station,/act/discover/16/new-music-brain.html
/activities/rediscover-an-old-friend-take-stock-of-your-favorite-books,/act/discover/16/reread-old-books.html
/activities/take-the-long-way-home,/act/discover/16/new-route-brain.html
/activities/tame-your-brain,/act/relax/16/to-do-list-relax.html
/activities/tell-your-story,/act/connect/16/tell-life-story.html
/activities/thank-a-soldier,/act/connect/16/gratitude-soldier.html
/activities/the-fartlek-15-minute-workout,/act/move/15/fast-workout-plan.html
/activities/the-sport-of-house-work,/act/move/16/chores-fitness-exercise.html
/activities/tongue-tied-give-yourself-a-time-out,/act/relax/16/take-break-memory.html
/activities/trash-talk,/act/connect/16/word-game-help-brain.html
/activities/try-keeping-a-journal,/act/discover/15/journal-for-stress.html
/activities/try-laughter-yoga,/act/discover/15/laughter-yoga-brain.html
/activities/consider-learning-a-new-instrument,/act/discover/15/learn-an-instrument.html
/activities/try-the-squat-alternative-plies,/act/move/15/plies-knee-problems.html
/activities/try-the-superman-lower-back-exercise,/act/move/15/lower-back-exercises.html
/activities/try-your-local-bridge-club,/act/connect/15/bridge-card-brain.html
/activities/turn-it-upside-down,/act/discover/16/write-backwards-brain.html
/activities/unfried-fish-gives-omega-3-oomph,/act/nourish/15/fish-brain-health.html
/activities/unstick-a-song-with-gum,/act/relax/16/song-stuck-gum.html
/activities/visit-a-garden-or-arboretum,/act/discover/15/nature-brain-health.html
/activities/walking-one-on-one,/act/move/16/walking-meeting-health.html
/activities/walnuts-add-a-boost-to-meals-and-snacks,/act/nourish/15/walnuts-diet-brain.html
/activities/zoom-out-zoom-in,/act/discover/16/critical-thinking.html
/activities/do-air-squats-anywhere,/act/move/15/air-squats.html
/activities/the-commercial-break-exercise-surprise,/act/move/15/exercise-commercials.html
/activities/crunch-the-commercial-break,/act/move/15/crunches.html
/activities/indulge-in-10-minutes-of-comedy-central,/act/relax/15/laugh-comedy-central.html
/activities/open-yourself-to-amusement,/act/relax/15/laughter-best-medicine.html
/activities/watch-a-top-comedy,/act/relax/15/laugh-rotten-tomatoes.html
/articles/13-simple-ways-to-reduce-stress-that-are-easy-to-incorporate-into-your-life,/art/relax/15/tips-lower-stress.html
/articles/4-steps-to-reduce-anxiety-and-live-a-more-meaningful-adventurous-life,/art/relax/16/reduce-anxiety-aging.html
/articles/4-tips-for-a-better-memory-and-life-for-those-without-total-recall,/art/discover/16/better-memory-tips.html
/articles/6-types-of-normal-memory-lapses-and-why-you-needn-t-worry-about-them,/art/discover/16/normal-memory-loss.html
/articles/9-steps-for-making-friends-in-ways-that-aid-the-brain-with-memory-learning,/art/connect/15/how-to-make-friends.html
/articles/a-good-brisk-walk-may-get-you-on-the-path-to-keeping-your-memory-strong,/art/move/15/walking-improves-memory.html
/articles/a-little-help-from-friends-can-shape-brain-for-better-cognitive-health,/art/connect/16/friendships-brain.html
/articles/a-nature-walk-cuts-anxiety-helps-memory-and-eases-negative-thoughts,/art/relax/15/nature-walking-stress.html
/articles/a-sense-of-purpose-in-life-can-protect-against-blood-flow-problems-to-brain,/art/discover/15/brain-on-purpose.html
/articles/alternative-and-rewarding-experiences-may-help-combat-addictions,/art/move/16/addiction-learning.html
/articles/ambient-noise-at-coffee-shop-may-give-creative-types-a-jolt-of-creativity,/art/discover/15/ambient-creativity.html
/articles/ancient-chinese-practice-of-tai-chi-seems-to-boost-memory-thinking-skills,/art/move/15/tai-chi-depression.html
/articles/another-hit-for-trans-fats-study-links-them-to-memory-issues-in-some-men,/art/nourish/16/trans-fats-memory.html
/articles/anxiety-may-be-genetic-but-you-can-work-to-control-it-and-reduce-stress,/art/relax/16/anxiety-genetic-relax.html
/articles/are-you-a-daydreamer-those-mental-wanderings-might-boost-creativity,/art/discover/15/daydreamers-brains.html
/articles/are-you-always-cold-blame-it-on-your-brain,/art/discover/15/always-cold-brain.html
/articles/bad-habits-are-not-just-irritating-some-prove-downright-unhealthy,/art/relax/16/bad-habit-brain-rewire.html
/articles/being-a-southpaw-may-be-linked-to-creativity-but-the-jury-is-still-out,/art/discover/15/left-hand-creative.html
/articles/belly-laughs-can-create-a-feel-good-connection-all-the-way-to-the-brain,/art/relax/15/laughter-brain-health.html
/articles/bet-on-it-game-night-helps-people-play-with-a-full-deck,/art/connect/15/game-night.html
/articles/beware-the-kinds-of-music-or-noise-that-disrupt-your-concentration,/art/discover/16/music-attention.html
/articles/boosting-working-memory-with-simple-games-may-help-your-problem-solving,/art/discover/16/games-better-memory.html
/articles/brain-health-is-important-today-and-will-continue-to-be-so-tomorrow,/art/discover/15/aging-brain-health.html
/articles/brain-s-way-of-storing-and-retrieving-memories-is-tied-up-in-its-circuitry,/art/discover/16/neuroplasticity.html
/articles/brain-science-may-help-explain-why-some-are-faster-to-respond-than-others,/art/discover/16/brain-process-speed.html
/articles/brainstorming-can-be-a-way-to-let-creative-ideas-flourish,/art/discover/16/brainstorm-skills.html
/articles/brew-up-a-better-brain-with-green-tea-drink-seems-to-boost-memory,/art/nourish/15/green-tea-memory.html
/articles/bridge-s-fortunes-have-changed-but-it-still-deals-a-good-mental-challenge,/art/discover/15/bridge-card-game.html
/articles/can-t-remember-your-dreams-that-s-not-unusual-but-you-do-still-dream,/art/discover/15/dreams-parkinsons.html
/articles/can-t-sleep-treatment-that-teaches-strategies-may-help-you-get-more-zzzz-s,/art/relax/16/insomnia-relax-therapy.html
/articles/checking-email-too-often-can-take-a-toll-on-your-brain-s-inbox,/art/relax/15/email-less-reduce-stress.html
/articles/circadian-clock-changes-can-be-part-of-countdown-to-cognitive-decline,/art/discover/15/circadian-rhythm.html
/articles/close-friendships-help-keep-you-happy-healthy,/art/connect/15/social-well-being.html
/articles/cognitive-flexibility-gauges-the-mind-s-ability-to-shift-gears,/art/discover/16/cognitive-flexibility.html
/articles/could-sipping-this-new-zealand-berry-juice-keep-your-brain-healthy,/art/nourish/15/black-currant-juice.html
/articles/cycling-puts-a-new-spin-on-the-best-ways-to-keep-your-mind-in-gear,/art/move/15/cycling-improves-memory.html
/articles/dabbling-in-art-paints-a-better-landscape-for-both-memory-and-learning,/art/discover/15/creativity-learning.html
/articles/daily-walk-gets-brain-functions-moving-along-the-right-path,/art/move/15/walk-for-brain-health.html
/articles/debunking-common-memory-myths,/art/discover/15/memory-loss-myths.html
/articles/dehydration-may-shrink-your-brain-causing-it-to-work-harder,/art/nourish/15/dehydration-brain.html
/articles/different-types-of-memories-use-different-pathways-in-brain-experts-say,/art/discover/15/declarative-memory.html
/articles/directionally-challenged-your-brain-manages-to-give-you-a-sense-of-place,/art/discover/16/internal-brain-gps.html
/articles/do-you-tend-to-get-sleepy-after-a-big-meal-blame-it-on-your-brain,/art/nourish/15/tips-sleepy-big-meal.html
/articles/don-t-confuse-good-fats-with-bad-fats-in-how-they-affect-the-brain,/art/nourish/16/good-fats-nourish.html
/articles/don-t-fret-seeking-advice-may-be-seen-as-a-sign-of-competence,/art/connect/16/advice-help-brain.html
/articles/don-t-let-inclement-weather-keep-you-from-a-brain-healthy-exercise-regimen,/art/move/15/winter-exercise.html
/articles/don-t-sweat-the-paycheck-volunteer-hours-can-reap-cognitive-dividends,/art/connect/15/volunteering-memory.html
/articles/don-t-sweat-the-wrong-turn-it-may-stimulate-your-brain-in-right-direction,/art/discover/15/map-vs-gps-brain.html
/articles/don-t-view-sleep-as-a-luxury-but-a-priority-to-reduce-health-risks,/art/relax/15/quality-sleep-memory.html
/articles/drinking-milk-may-increase-substance-that-protects-brain-from-cell-damage,/art/nourish/15/milk-protects-brain.html
/articles/during-sex-the-flow-of-oxygenated-blood-can-t-be-bad-for-brain-function,/art/discover/15/sex-good-for-brain.html
/articles/earworms-are-those-dang-songs-that-keep-turning-over-in-your-head,/art/discover/15/brain-earworms.html
/articles/eating-walnuts-may-crack-open-a-path-to-better-brain-function,/art/nourish/16/walnuts-cognition.html
/articles/scientists-crack-open-insights-into-how-walnuts-provide-food-for-thought,/art/nourish/15/walnut-fight-dementia.html
/articles/embrace-your-stress-to-gain-focus-and-energy-and-improve-your-motivation,/art/relax/15/stress-immune-system.html
/articles/endurance-exercise-may-have-substantial-brain-benefits-research-shows,/art/move/15/endurance-training.html
/articles/enlist-your-gray-matter-to-sort-through-these-three-common-brain-myths,/art/discover/16/brain-myths-debunk.html
/articles/even-a-walk-on-the-mild-side-can-be-a-boost-to-your-brain-s-creativity,/art/move/15/walk-for-creativity.html
/articles/even-low-impact-workouts-can-be-a-boost-to-long-term-memory,/art/move/15/boost-long-term-memory.html
/articles/even-one-text-alert-can-throw-your-brain-for-a-serious-loop,/art/discover/16/brain-distractions.html
/articles/ever-wonder-why-you-get-brain-freeze-science-offers-interesting-clues,/art/nourish/15/brain-freeze-headache.html
/articles/ever-wonder-why-your-best-ideas-come-to-you-in-the-shower,/art/discover/15/shower-creativity.html
/articles/executive-function-helps-you-organize-information-and-then-act-on-it,/art/discover/16/executive-function.html
/articles/exercise-may-play-a-key-role-in-getting-control-of-the-stress-in-your-life,/art/move/15/exercise-lower-stress.html
/articles/exercise-might-just-be-magical-elixir-for-the-brain-experts-say,/art/move/15/exercise-alzheimers.html
/articles/exercise-not-puzzles-may-offer-the-best-way-to-protect-an-aging-brain,/art/move/15/exercise-protect-brain.html
/articles/exercise-releases-a-substance-dubbed-miracle-gro-for-the-brain,/art/move/16/fight-dementia-exercise.html
/articles/experts-remain-divided-over-who-s-in-control-your-mind-or-your-brain,/art/discover/16/mind-vs-brain.html
/articles/fats-like-those-in-olive-oil-nuts-and-avocados-might-be-better-for-brain,/art/nourish/15/mediterranean-brain.html
/articles/feeling-forgetful-in-midlife-menopause-might-be-a-contributing-factor,/art/move/16/menopause-memory-lapses.html
/articles/feeling-forgetful-try-these-simple-steps-to-boost-your-everyday-recall,/art/discover/16/remember-everyday.html
/articles/feeling-younger-than-your-real-age-may-actually-translate-to-a-longer-life,/art/discover/15/anti-aging-brain.html
/articles/find-time-for-play-to-keep-your-brain-healthy-and-improve-your-memory,/art/relax/15/playtime-adults.html
/articles/followers-of-favorite-sports-teams-can-score-one-for-brain-health,/art/relax/15/sports-fan-brain-health.html
/articles/for-some-folks-going-from-dark-to-bright-light-can-trigger-sneezing,/art/discover/16/bright-light-sneeze.html
/articles/forgetting-names-is-a-pretty-common-occurrence-but-it-doesn-t-have-to-be,/art/discover/16/remembering-names.html
/articles/forgiveness-not-just-good-for-soul-but-could-have-impact-on-well-being,/art/discover/16/forgive-depression.html
/articles/from-the-bedroom-to-the-boardroom-how-sleep-habits-affect-work,/art/relax/15/sleep-stress-work.html
/articles/get-your-zzzz-s-study-shows-lack-of-sleep-can-affect-memory-later-in-life,/art/relax/16/women-midlife-sleep.html
/articles/give-your-gps-a-rest-and-let-your-mind-benefit-from-navigating-your-world,/art/move/15/brain-compass-gps.html
/articles/got-the-blues-these-7-simple-fixes-can-help-brighten-your-mood-in-minutes,/art/relax/16/sunshine-light-therapy.html
/articles/group-singing-strikes-the-right-note-for-keeping-the-brain-humming,/art/connect/15/singing-group-memory.html
/articles/gut-brain-connection-works-both-ways-influencing-mind-mood-and-health,/art/relax/16/gut-controls-brain.html
/articles/having-trouble-remembering-something-blame-it-on-your-recall-memory,/art/discover/16/aging-memory-loss.html
/articles/having-trouble-with-that-golf-swing-stop-thinking-so-hard-about-it,/art/discover/15/motor-skill-golf.html
/articles/heads-up-guys-new-study-finds-a-man-s-memory-fades-faster-than-a-woman-s,/art/discover/15/male-female-brain.html
/articles/healthy-lifestyle-could-affect-cellular-aging-in-the-brain,/art/discover/16/telomeres-brain.html
/articles/here-are-5-simple-steps-to-staying-sharp-keeping-healthy-and-having-fun,/art/discover/15/brain-staying-sharp.html
/articles/here-s-what-happens-in-your-brain-when-you-get-hangry,/art/nourish/16/hungry-effects-angry.html
/articles/higher-blood-sugar-levels-affect-regions-tied-to-memory-cognitive-skills,/art/nourish/16/sugar-affects-brain.html
/articles/how-eggs-can-keep-your-brain-from-getting-scrambled,/art/nourish/15/eggs-brain-function.html
/articles/how-well-you-handle-hardship-seems-to-be-influenced-by-genes-and-experience,/art/relax/16/stress-dna-environment.html
/articles/how-yoga-helps-ward-off-age-related-cognitive-decline-in-important-areas,/art/move/15/yoga-reduces-stress.html
/articles/if-laughing-is-so-good-for-us-why-can-t-we-just-tickle-ourselves,/art/discover/15/tickle-yourself.html
/articles/if-the-ubiquitous-to-do-list-helps-you-stay-organized-keep-using-it,/art/discover/15/brain-on-to-do-list.html
/articles/if-you-have-the-energy-there-are-cognitive-perks-for-minding-grandkids,/art/connect/15/babysitting-brain.html
/articles/insight-may-be-harder-to-come-by-in-a-cramped-workspace,/art/discover/16/workspace-creativity.html
/articles/it-does-compute-that-you-can-help-your-cognition-working-with-an-ipad,/art/discover/15/ipad-cognitive.html
/articles/it-s-elementary-early-education-has-lasting-effect-on-brain-function,/art/discover/16/education-dementia.html
/articles/it-s-true-your-brain-can-behave-as-if-it-s-addicted-to-certain-foods,/art/nourish/16/food-addiction-brain.html
/articles/keep-calm-remain-cheerful-to-help-lessen-harmful-effects-of-stress,/art/relax/15/stress-inflammation.html
/articles/learning-a-second-language-later-in-life-can-boost-your-brain-health,/art/discover/15/late-life-language.html
/articles/learning-new-skills-could-help-growth-of-brain-cells-and-their-connections,/art/discover/15/new-brain-skills.html
/articles/levels-of-vitamin-b12-linked-to-memory-brain-size-and-concentration,/art/nourish/15/vitamin-b12-memory.html
/articles/like-a-balky-computer-chip-your-brain-s-processing-speed-can-slow-down,/art/discover/16/yoga-tai-chi-brain.html
/articles/like-riding-a-bike-some-of-your-ability-to-remember-is-just-automatic,/art/discover/15/implicit-memory.html
/articles/living-alone-can-literally-be-painful-for-some-people,/art/connect/15/living-alone-chronic.html
/articles/loco-for-cocoa-how-much-does-chocolate-really-help-your-brain,/art/nourish/15/chocolate-brain.html
/articles/loneliness-is-a-threat-to-longevity-even-in-people-who-like-to-be-alone,/art/connect/15/loneliness-dementia.html
/articles/looks-like-yoga-offers-better-way-to-ease-anxiety-depression-than-walking,/art/move/15/yoga-good-for-brain.html
/articles/love-makes-its-presence-known-in-both-the-head-and-the-heart#link-to-card-content,/art/discover/15/love-helps-memory.html
/articles/luscious-berries-may-help-clean-up-damaged-cells-and-toxins-in-the-brain,/art/nourish/15/berry-recipes-brain.html
/articles/make-friends-with-the-neighbors-to-give-your-cognitive-function-a-boost,/art/connect/15/friends-neighbors.html
/articles/marilu-henner-among-handful-of-memory-geniuses-who-have-uncanny-recall,/art/discover/15/memory-geniuses-tips.html
/articles/meditation-can-help-calm-your-mind-and-ease-depression-and-anxiety,/art/relax/16/meditation-anxiety.html
/articles/meditation-may-change-the-structure-of-your-brain-to-help-you-de-stress,/art/relax/15/meditation-de-stress.html
/articles/men-women-are-wired-differently-but-how-much-is-nature-versus-nurture,/art/discover/15/gender-brain-health.html
/articles/mind-over-matter-can-meditation-really-improve-your-brain-health,/art/relax/15/meditation-brain-health.html
/articles/mindfulness-meditation-rivals-medication-in-reducing-anxiety-and-depression,/art/relax/15/meditation-anxiety.html
/articles/mom-and-popeye-may-be-right-eat-your-spinach-and-kale-and-collard-greens,/art/nourish/15/spinach-brain-health.html
/articles/money-and-the-brain-take-steps-now-to-avoid-making-bad-decisions,/art/discover/15/financial-literacy.html
/articles/more-evidence-suggests-mediterranean-diet-boosts-brain-as-well-as-body,/art/nourish/15/mediterranean-diet.html
/articles/more-extra-virgin-olive-oil-nuts-may-make-mediterranean-diet-healthier,/art/nourish/15/good-fats-brain-diet.html
/articles/more-social-contacts-may-offer-added-protection-against-cognitive-decline,/art/connect/15/friends-help-memory.html
/articles/mozart-effect-on-the-mind-may-be-even-broader-than-originally-thought,/art/discover/15/brain-on-mozart.html
/articles/multitasking-may-look-efficient-but-can-actually-slow-down-your-thinking,/art/discover/15/multitasking-impair.html
/articles/multitasking-switch-doesn-t-work-as-efficiently-in-some-of-our-brains,/art/discover/15/multitasking-memory.html
/articles/multivitamin-formula-may-make-memory-more-efficient-research-shows,/art/nourish/16/multivitamin-memory.html
/articles/music-lessons-in-your-youth-hits-the-right-note-for-a-sharper-mind,/art/discover/15/music-lessons-brain.html
/articles/need-another-reason-not-to-retire-working-longer-may-benefit-the-brain,/art/discover/15/brain-on-retirement.html
/articles/no-joke-laughter-is-a-good-way-to-make-sure-your-brain-heart-stay-healthy,/art/relax/15/endorphins-laugh-brain.html
/articles/not-having-enough-vitamin-d-may-pose-a-risk-to-women-s-thinking-skills,/art/nourish/15/vitamin-d-women-brain.html
/articles/omega-3s-deserve-respect-in-world-of-fats-for-supporting-a-healthier-brain,/art/nourish/15/omega-3-fats-brain.html
/articles/one-more-reason-to-be-wary-of-junk-food-the-brain-belly-connection,/art/nourish/15/brain-belly-junk-food.html
/articles/pets-of-all-kinds-may-help-make-social-connections,/art/connect/15/pets-making-friends.html
/articles/poor-sleep-is-tied-to-declines-in-mood-memory-and-creativity,/art/relax/15/poor-sleep-impairment.html
/articles/quizzing-yourself-on-names-and-tasks-may-be-proven-way-to-keep-memory-sharp,/art/discover/16/remember-names.html
/articles/recipe-for-brain-health-diet-exercise-brain-training-slow-mental-decline,/art/discover/16/brain-health-tips.html
/articles/recurrent-bouts-of-depression-linked-to-possible-shrinkage-of-brain,/art/relax/16/depression-brain-shrink.html
/articles/reducing-sugars-simple-carbs-may-help-counter-effects-of-an-aging-brain,/art/nourish/15/reduce-sugar-carbs.html
/articles/remember-where-you-were-when-kennedy-was-shot-that-s-your-flashbulb-memory,/art/discover/15/flashbulb-memory.html
/articles/research-highlights-link-between-sleep-meds-and-risks-to-brain-health,/art/move/16/sleep-meds-alzheimers.html
/articles/research-suggests-occasionally-skipping-meals-may-be-good-for-our-brains,/art/nourish/15/fasting-memory-learn.html
/articles/researchers-find-link-between-lack-of-sleep-and-reduction-in-brain-volume,/art/relax/16/lack-sleep-affects-memory.html
/articles/schedule-a-worry-break-so-you-can-better-control-stress-in-your-life,/art/relax/15/stress-increases-dementia.html
/articles/science-looks-at-how-vitamin-d-supplements-might-help-your-cognition,/art/nourish/15/vitamin-d-cognitive.html
/articles/science-tries-to-sort-out-why-we-snack-even-when-we-re-not-hungry,/art/nourish/15/snacking-not-hungry.html
/articles/setting-the-right-kind-of-goals-can-be-good-for-your-brain-and-longevity,/art/discover/15/goals-brain-health.html
/articles/single-daily-serving-of-leafy-greens-may-be-able-to-slow-cognitive-decline,/art/nourish/15/leafy-green-brain.html
/articles/sitting-too-much-may-make-you-less-sharp-and-physically-less-healthy,/art/move/15/sit-less-brain-health.html
/articles/sleep-deprivation-disrupts-body-clock-brings-risks-of-physical-troubles,/art/relax/15/sleep-problem-solving.html
/articles/researchers-find-link-between-lack-of-sleep-and-reduction-in-brain-volume,/art/move/16/sleep-deprivation-brain.html
/articles/sleep-is-key-to-placing-short-term-memories-into-long-term-storage,/art/relax/16/sleep-learning-memory.html
/articles/sleep-on-this-taking-a-nap-may-actually-help-you-retain-some-memories,/art/relax/15/naps-improve-memory.html
/articles/sleep-s-connection-to-creativity-not-just-something-you-dreamed-up,/art/relax/15/creativity-sleep-dream.html
/articles/sleep-well-and-stress-less-if-you-want-to-help-improve-your-memory,/art/relax/15/stress-sleep-memory.html
/articles/smartphones-tablets-shine-a-bad-light-on-bid-for-a-good-night-s-sleep,/art/relax/15/screens-brain-rest-sleep.html
/articles/social-connections-forge-bonds-and-protect-against-cognitive-decline,/art/connect/16/social-activity-brain.html
/articles/social-isolation-and-overindulging-in-sweets-seem-to-be-linked-behaviors,/art/connect/15/less-social-sugar.html
/articles/some-people-cry-at-sad-movies-and-others-don-t-researchers-think-they-know,/art/connect/15/empathy-brain.html
/articles/spending-time-in-the-garden-plants-seeds-for-good-cognitive-health,/art/move/15/gardening-brain-health.html
/articles/stress-don-t-underestimate-its-ability-to-affect-both-body-and-mind,/art/relax/15/stress-impact-brain.html
/articles/stress-eating-can-change-your-brain-as-well-as-your-waistline,/art/nourish/15/stress-eating-sugar.html
/articles/stress-may-be-to-blame-on-days-when-you-start-to-feel-older-than-you-are,/art/relax/16/reduce-stress-feel-young.html
/articles/stress-on-the-brain-is-ok-in-small-doses-but-too-much-can-prove-toxic,/art/relax/16/meditation-relax-stress.html
/articles/study-shows-exercise-can-aid-memory-in-adults-over-50-after-just-12-weeks,/art/move/15/exercise-improve-memory.html
/articles/sugar-might-test-not-just-your-teeth-but-your-brain-too,/art/nourish/15/brain-health-sugar.html
/articles/supplements-tout-brain-benefits-but-food-is-better-at-delivering-nutrients,/art/nourish/15/food-nutrients-brain.html
/articles/mindful-meditation-may-help-you-disengage-from-stressful-thinking,/art/relax/16/mindfulness-meditation.html
/articles/sustained-attention-keeps-you-focused-in-the-face-of-distractions,/art/discover/16/meditate-attention.html
/articles/swap-out-the-red-meat-for-some-fish-to-reduce-risk-of-cognitive-decline,/art/nourish/15/fish-boosts-brain.html
/articles/taking-in-some-culture-broadly-defined-can-be-a-ticket-to-good-health,/art/discover/15/brain-on-culture.html
/articles/tennis-swimming-keep-heart-mind-in-the-game-and-mix-up-your-workouts,/art/move/15/tennis-swimming-brain.html
/articles/the-benefits-you-ll-reap-from-exercise-may-include-greater-productivity,/art/move/15/exercise-productivity.html
/articles/the-catch-on-seafood-is-learning-how-to-hook-the-right-type,/art/nourish/15/fish-protect-brain.html
/articles/the-great-fruitcake-debate-a-bad-regift-or-good-for-you,/art/nourish/15/fruitcake-benefits.html
/articles/there-s-the-rub-a-good-massage-may-boost-feel-good-brain-chemicals,/art/relax/15/massage-brain-health.html
/articles/these-5-emerging-technologies-offer-a-glimpse-into-future-of-brain-science,/art/discover/16/mind-mapping.html
/articles/think-you-re-not-creative-nonsense-anyone-can-learn-how-expert-says,/art/discover/16/creativity-training.html
/articles/tough-job-before-you-leave-consider-it-may-pay-brain-health-rewards-later,/art/discover/15/tough-job-brain.html
/articles/try-blueberries-colorful-fruits-and-veggies-to-help-memory-and-health,/art/nourish/15/blueberries-memory.html
/articles/try-this-simple-diy-test-to-find-out-how-well-your-brain-is-working,/art/move/15/brain-health-test.html
/articles/turmeric-spices-up-food-and-may-just-sharpen-your-brain-in-the-process,/art/nourish/15/tumeric-alzheimers.html
